,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_Nm,torque_rpm,company,Model
4269,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,400.0,1750,BMW,X4
4270,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,400.0,1750,BMW,X4
4271,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5.0,110.0,4800,Honda,Amaze
4272,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5.0,153.0,3800,Skoda,Rapid
4273,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5.0,350.0,1500,Volvo,other_model
4274,2015,590000,80000,Diesel,Individual,Manual,First Owner,25.01,1498,89.75,5.0,204.0,2000,Ford,Fiesta
4275,2016,350000,120000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0,5.0,180.4,1750,Hyundai,Xcent
4276,2017,484999,30000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,5.0,113.0,4200,Maruti,other_model
4277,2015,240000,110000,Diesel,Individual,Manual,Second Owner,19.1,1405,70.0,5.0,135.4,2500,Tata,Indica
4278,2008,500000,219000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8.0,20.4,1400,Toyota,Innova
4279,2017,300000,80000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,69.0,3500,Maruti,Alto
4280,2016,750000,80000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5.0,200.0,1750,Maruti,Ciaz
4281,2016,574000,35000,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14,5.0,115.0,4000,Maruti,Swift
4282,2013,200000,167000,Diesel,Individual,Manual,First Owner,22.3,1248,88.8,5.0,200.0,1750,Tata,Indica
4283,2016,1100000,94000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,259.9,1900,Hyundai,Creta
4284,2012,350000,80000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,5.0,96.1,3000,Hyundai,Santro
4285,1998,70000,100000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4.0,59.0,2500,Maruti,800
4286,2005,120000,90000,Petrol,Individual,Manual,Second Owner,13.8,1299,70.0,5.0,10.7,2500,Ford,other_model
4287,2012,700000,246000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.0,7.0,200.0,1400,Toyota,Innova
4288,2019,500000,10000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5.0,115.0,4000,Maruti,Baleno
4289,2016,370000,90000,Diesel,Individual,Manual,First Owner,19.09,1405,69.01,5.0,135.0,2500,Tata,Indigo
4290,2019,600000,5200,Petrol,Individual,Manual,First Owner,20.3,1199,83.81,5.0,114.0,3500,Tata,other_model
4291,2006,100000,120000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5.0,78.0,4500,Maruti,Zen
4292,2013,409999,90000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5.0,190.0,2000,Maruti,Swift
4293,2016,750000,50000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.3,5.0,145.0,4600,Honda,City
4294,2017,600000,5000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5.0,113.75,4000,Hyundai,Grand
4295,2018,550000,10500,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,6.0,115.0,3500,Mahindra,KUV
4296,2018,950000,26000,Diesel,Individual,Manual,First Owner,19.6,1461,108.45,5.0,245.0,1750,Renault,Duster
4297,2014,645000,139000,Diesel,Individual,Automatic,First Owner,11.79,2179,120.0,8.0,290.0,1800,Mahindra,Scorpio
4298,2014,750000,60000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7.0,330.0,1600,Mahindra,XUV500
4299,2006,650000,40000,Petrol,Individual,Manual,First Owner,11.7,1796,178.0,5.0,24.5,3500,Mercedes-Benz,New
4300,2015,800000,25000,Petrol,Individual,Manual,First Owner,15.85,1499,110.4,5.0,140.0,4400,Ford,EcoSport
4301,2010,350000,60000,Petrol,Individual,Manual,Second Owner,14.53,1798,138.0,5.0,173.0,4000,Toyota,other_model
4302,2015,700000,25000,Petrol,Individual,Manual,First Owner,15.85,1499,110.4,5.0,140.0,4400,Ford,EcoSport
4303,2011,335000,15000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,5.0,114.0,4000,Maruti,Swift
4304,2012,270000,110000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5.0,190.0,2000,Maruti,Swift
4306,2010,320000,100000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5.0,190.0,2000,Maruti,Swift
4307,2007,120000,120000,Petrol,Individual,Manual,First Owner,17.8,1086,63.0,5.0,9.8,3000,Hyundai,Santro
4308,2010,730000,55000,Petrol,Individual,Automatic,Second Owner,12.3,1781,163.2,5.0,22.9,1950,Audi,other_model
4309,2007,125000,120000,Petrol,Individual,Manual,Third Owner,15.0,1586,104.68,5.0,145.0,4100,Maruti,SX4
4310,2007,150000,35000,Petrol,Individual,Manual,First Owner,18.2,1061,64.0,5.0,84.0,3500,Maruti,Zen
4311,2018,310000,13000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,69.0,3500,Maruti,Alto
4312,2015,625000,50000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,190.0,2000,Maruti,Swift
4313,2012,267000,40000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5.0,111.7,4000,Hyundai,i10
4314,2016,600000,25000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5.0,114.73,4000,Hyundai,i20
4315,2011,180000,110000,Petrol,Individual,Manual,Second Owner,15.37,1196,73.0,7.0,101.0,3000,Maruti,Eeco
4316,2019,700000,5000,Petrol,Individual,Manual,First Owner,23.87,1197,88.5,5.0,113.0,4400,Toyota,other_model
4317,2013,121000,50000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4.0,59.0,2500,Maruti,800
4318,2014,350000,80000,Petrol,Individual,Manual,Third Owner,18.9,1197,82.0,5.0,114.0,4000,Hyundai,Grand
4319,2012,869999,225000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.0,8.0,200.0,1400,Toyota,Innova
4320,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5.0,430.0,1750,Jaguar,other_model
4321,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5.0,202.0,3600,other_company,other_model
4322,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5.0,430.0,1750,Jaguar,XF
4323,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7.0,320.0,1500,Tata,Safari
4324,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,5.0,400.0,0,Volvo,other_model
4325,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5.0,213.0,4500,Toyota,other_model
4326,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5.0,90.0,3500,Maruti,Wagon
4327,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5.0,190.0,2000,Maruti,Baleno
4328,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5.0,110.0,4800,Honda,Jazz
4329,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7.0,200.0,1200,Toyota,Innova
4330,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,113.0,4200,Maruti,Swift
4331,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5.0,132.0,3000,Toyota,Etios
4332,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,113.0,4200,Maruti,Swift
4333,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5.0,190.24,1750,Hyundai,Grand
4334,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,400.0,1750,BMW,X4
4335,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,400.0,1750,BMW,X4
4336,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5.0,110.0,4800,Honda,Amaze
4337,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5.0,153.0,3800,Skoda,Rapid
4338,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5.0,350.0,1500,Volvo,other_model
4339,2008,80000,100000,Petrol,Individual,Manual,Third Owner,17.3,1061,64.0,5.0,8.6,3500,Maruti,Wagon
4340,2008,120000,93331,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5.0,99.04,4500,Hyundai,i10
4341,2012,370000,120000,Diesel,Individual,Manual,Second Owner,13.5,2179,115.0,5.0,277.5,1700,Mahindra,Scorpio
4342,2015,750000,70000,Diesel,Individual,Manual,First Owner,19.01,1461,108.5,5.0,248.0,2250,Nissan,other_model
4343,2015,484999,100000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9.0,180.0,1440,Mahindra,Bolero
4344,2006,120000,90000,Diesel,Individual,Manual,Second Owner,13.1,1493,82.0,5.0,187.0,2500,Hyundai,other_model
4345,2017,860000,28000,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5.0,145.0,4600,Honda,City
4346,2018,650000,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5.0,190.0,2000,Maruti,Swift
4347,2014,650000,90000,Diesel,Individual,Manual,First Owner,20.77,1248,88.8,7.0,200.0,1750,Maruti,Ertiga
4348,2016,710000,40000,Diesel,Individual,Manual,First Owner,24.8,1396,88.7,5.0,219.7,1750,Hyundai,Verna
4349,2017,430000,113000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5.0,215.0,1750,Ford,Figo
4350,2011,305000,188000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5.0,190.0,2000,Maruti,Swift
4351,2011,220000,100000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5.0,160.0,2000,Ford,Figo
4352,2010,150000,225000,Diesel,Individual,Manual,Third Owner,14.0,1948,90.0,9.0,190.0,2000,Tata,other_model
4353,2017,660000,67000,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0,7.0,240.0,1600,Mahindra,TUV
4354,2011,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,25.44,936,57.6,5.0,150.0,1750,Chevrolet,Beat
4355,2015,1100000,50000,Petrol,Individual,Manual,First Owner,14.28,1798,138.03,5.0,173.0,4000,Toyota,other_model
4356,2013,2450000,60000,Diesel,Individual,Automatic,First Owner,16.36,2179,187.7,5.0,450.0,2000,Jaguar,XF
4357,2017,625000,34000,Diesel,Individual,Automatic,First Owner,22.0,1498,108.495,5.0,250.0,1500,Volkswagen,other_model
4358,2004,198000,110000,Petrol,Individual,Manual,Third Owner,12.8,1493,100.0,5.0,13.1,4600,Honda,City
4360,2005,130000,140000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5.0,90.0,3500,Maruti,Wagon
4361,2012,540000,100000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,5.0,146.0,4800,Honda,City
4362,2017,550000,10000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,5.0,113.75,4000,Hyundai,Grand
4363,2018,475000,30000,Petrol,Individual,Manual,First Owner,21.63,998,67.04,5.0,90.0,3500,Maruti,Celerio
4364,2016,3100000,90000,Diesel,Individual,Automatic,First Owner,15.04,2755,174.5,7.0,450.0,1600,Toyota,Fortuner
4365,2010,217000,120000,Diesel,Individual,Manual,First Owner,21.1,1248,73.9,5.0,113.0,4500,Maruti,Ritz
4367,2019,750000,6500,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5.0,113.0,4200,Maruti,Swift
4368,2010,350000,80000,Petrol,Individual,Manual,First Owner,11.96,1298,80.0,8.0,103.0,4500,Maruti,other_model
4369,2008,400000,100000,Diesel,Individual,Manual,Third Owner,12.05,2179,120.0,7.0,290.0,1800,Mahindra,Scorpio
4370,2015,570000,120000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05,5.0,170.0,1800,Toyota,Etios
4371,2012,180000,120000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5.0,74.5,4000,Hyundai,EON
4372,1998,68000,110000,Petrol,Individual,Manual,Third Owner,13.1,1598,77.0,5.0,121.0,2800,other_company,other_model
4373,2006,280000,150000,Diesel,Individual,Manual,Third Owner,18.7,1896,66.0,5.0,210.0,190,Skoda,other_model
4374,2005,90000,120000,Diesel,Individual,Manual,Fourth & Above Owner,16.1,1405,70.0,5.0,13.5,2500,Tata,Indigo
4375,2015,2600000,100000,Diesel,Individual,Automatic,Second Owner,15.26,2143,203.2,5.0,500.0,1600,Mercedes-Benz,other_model
4376,2018,700000,63000,Diesel,Individual,Manual,First Owner,15.3,2956,83.83,7.0,250.0,1000,Tata,other_model
4377,2016,1850000,40000,Diesel,Individual,Automatic,Second Owner,17.9,2143,136.0,5.0,300.0,1600,Mercedes-Benz,other_model
4378,2015,685000,109000,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,5.0,204.0,2000,Ford,other_model
4379,2015,565000,114000,Diesel,Dealer,Manual,First Owner,25.2,1248,73.94,5.0,190.0,2000,Maruti,Swift
4380,2017,1600000,33000,Petrol,Dealer,Automatic,Second Owner,14.7,1798,177.5,5.0,250.0,1250,Skoda,other_model
4381,2014,395000,160000,Diesel,Dealer,Manual,Third Owner,24.0,1120,70.0,5.0,160.0,1500,Hyundai,Grand
4382,2013,425000,101000,Diesel,Dealer,Manual,First Owner,21.9,1396,88.76,5.0,219.6,1750,Hyundai,i20
4383,2019,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,22.27,1498,108.6,5.0,250.0,1500,Volkswagen,Vento
4384,2016,1950000,45000,Diesel,Dealer,Automatic,Second Owner,16.38,1995,183.0,5.0,400.0,175,Hyundai,other_model
4385,2018,535000,31000,Petrol,Dealer,Automatic,First Owner,24.04,999,67.0,5.0,91.0,4250,Renault,KWID
4386,2018,500000,31000,Petrol,Dealer,Manual,First Owner,23.01,999,67.0,5.0,91.0,4250,Renault,KWID
4387,2016,434999,55000,Petrol,Dealer,Manual,First Owner,20.52,1197,81.8,5.0,113.0,4200,Maruti,Wagon
4388,2018,250000,55000,Petrol,Dealer,Automatic,First Owner,21.9,624,37.48,4.0,51.0,4000,Tata,other_model
4389,2014,700000,117000,Diesel,Dealer,Manual,First Owner,22.32,1582,126.32,5.0,259.8,1900,Hyundai,Verna
4390,2010,1100000,102000,Diesel,Dealer,Automatic,First Owner,19.62,1995,187.74,5.0,400.0,1750,BMW,other_model
4391,2012,900000,108000,Diesel,Dealer,Automatic,First Owner,17.42,1968,175.0,5.0,350.0,1500,Volkswagen,other_model
4392,2015,425000,75000,Petrol,Dealer,Manual,First Owner,20.52,1197,81.8,5.0,113.0,4200,Maruti,Wagon
4393,2011,1600000,74000,Diesel,Dealer,Automatic,First Owner,10.0,2148,170.0,5.0,400.0,1400,Mercedes-Benz,other_model
4394,2013,325000,158000,Diesel,Dealer,Manual,First Owner,24.4,1499,98.96,5.0,215.0,1750,Ford,Figo
4395,2019,2700000,10000,Diesel,Individual,Automatic,First Owner,13.8,2999,174.57,7.0,380.0,1800,other_company,other_model
4396,2018,950000,40000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,205.0,1750,Ford,EcoSport
4397,2019,1140000,10000,Diesel,Individual,Automatic,First Owner,21.5,1497,108.5,5.0,260.0,1500,Tata,other_model
4398,2017,980000,53000,Diesel,Individual,Manual,First Owner,17.6,2179,147.94,7.0,320.0,1500,Tata,other_model
4399,2017,1920000,20000,Diesel,Individual,Manual,Second Owner,16.3,1956,170.0,5.0,350.0,1750,other_company,other_model
4400,2020,808000,5000,Petrol,Individual,Manual,First Owner,18.24,999,108.6,5.0,175.0,1750,Volkswagen,Polo
4401,2014,550000,30000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5.0,114.0,4000,Maruti,Swift
4402,2010,215000,64000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
4403,2016,512000,10500,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5.0,112.0,4000,Ford,Figo
4404,2011,215000,50000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
4405,2012,500000,60000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,5.0,250.0,1500,Skoda,Rapid
4406,2015,700000,35000,Diesel,Individual,Manual,First Owner,21.14,1498,103.52,5.0,250.0,1500,Skoda,Rapid
4407,2012,525000,135000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7.0,320.0,1700,Tata,Safari
4408,2011,550000,70000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,9.0,290.0,1800,Mahindra,Scorpio
4409,2016,750000,80000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5.0,200.0,1750,Maruti,Vitara
4410,2017,395000,25000,Petrol,Individual,Manual,First Owner,21.63,998,67.0,5.0,90.0,3500,Maruti,Celerio
4411,2017,675000,5000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,114.7,4000,Hyundai,i20
4412,2008,140000,80000,Petrol,Individual,Manual,Third Owner,17.92,1086,62.1,5.0,96.1,3000,Hyundai,Santro
4413,2011,430000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,8.0,290.0,1800,Mahindra,Scorpio
4414,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5.0,430.0,1750,Jaguar,other_model
4415,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5.0,202.0,3600,other_company,other_model
4416,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5.0,430.0,1750,Jaguar,XF
4417,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7.0,320.0,1500,Tata,Safari
4418,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,5.0,400.0,0,Volvo,other_model
4419,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5.0,213.0,4500,Toyota,other_model
4420,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5.0,90.0,3500,Maruti,Wagon
4421,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5.0,190.0,2000,Maruti,Baleno
4422,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5.0,110.0,4800,Honda,Jazz
4423,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7.0,200.0,1200,Toyota,Innova
4424,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,113.0,4200,Maruti,Swift
4425,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5.0,132.0,3000,Toyota,Etios
4426,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5.0,113.0,4200,Maruti,Swift
4427,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5.0,190.24,1750,Hyundai,Grand
4428,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,400.0,1750,BMW,X4
4429,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,400.0,1750,BMW,X4
4430,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5.0,110.0,4800,Honda,Amaze
4431,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5.0,153.0,3800,Skoda,Rapid
4432,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5.0,350.0,1500,Volvo,other_model
4435,2014,300000,10000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,90.0,3500,Maruti,Wagon
4436,2013,355000,68000,Diesel,Individual,Manual,First Owner,22.1,1248,76.9,5.0,205.0,1750,Chevrolet,other_model
4437,2015,180000,35000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5.0,69.0,3500,Maruti,Alto
4438,2013,280000,70000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,5.0,140.0,1800,Tata,Indigo
4439,2011,250000,70000,Diesel,Individual,Manual,First Owner,19.0,1248,90.0,5.0,200.0,1750,Tata,Manza
4440,2007,125000,50000,Petrol,Individual,Manual,First Owner,15.3,1193,65.3,5.0,102.0,2600,Tata,Indica
4443,2018,810000,29700,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5.0,200.0,1750,Maruti,other_model
4444,2018,671000,20000,Petrol,Individual,Automatic,First Owner,18.6,1368,98.63,5.0,132.3,4000,Hyundai,i20
4445,2018,295000,20000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,69.0,3500,Maruti,Alto
4446,2017,850000,40000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7.0,200.0,1750,Maruti,Ertiga
4447,2013,409999,90000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5.0,190.0,2000,Maruti,Swift
4448,2015,600000,90000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7.0,130.0,4000,Maruti,Ertiga
4449,2015,600000,80000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,195.0,1400,Mahindra,Bolero
4450,2012,220000,60000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,5.0,90.0,3500,Maruti,Wagon
4451,2013,550000,56000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,190.0,2000,Maruti,Swift
4452,2014,650000,50000,Diesel,Individual,Manual,First Owner,14.0,2523,75.0,8.0,200.0,1400,Mahindra,Scorpio
4453,2014,655000,50000,Diesel,Individual,Manual,Second Owner,14.0,2523,75.0,9.0,200.0,1400,Mahindra,Scorpio
4454,2006,130000,74000,Diesel,Individual,Manual,First Owner,13.7,1948,68.0,7.0,115.0,2500,Tata,other_model
4455,2014,400000,123000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5.0,248.0,2250,Renault,Duster
4457,2009,155000,54000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
4458,2013,250000,50000,Petrol,Individual,Manual,First Owner,15.64,1193,64.1,5.0,100.0,2700,Tata,Indigo
4459,2014,400000,80000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5.0,114.0,4000,Hyundai,Grand
4460,2019,500000,10000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,5.0,104.0,4000,Datsun,GO
4461,2018,565000,10000,Petrol,Individual,Automatic,First Owner,20.3,1086,68.0,5.0,99.0,4500,Hyundai,Santro
4462,2018,900000,40000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,205.0,1750,Ford,EcoSport
4463,2017,650000,120000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7.0,195.0,1400,Mahindra,Bolero
4464,2013,600000,45000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,195.0,1400,Mahindra,Bolero
4465,2018,800000,35000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5.0,190.0,2000,Maruti,Swift
4466,2015,575000,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,219.7,1500,Hyundai,i20
4467,2016,550000,40000,Petrol,Individual,Automatic,First Owner,17.01,1499,110.4,5.0,136.0,4250,Ford,Figo
4468,2011,190000,80000,Petrol,Individual,Manual,Third Owner,15.5,1586,103.3,5.0,145.0,4100,Maruti,SX4
4469,2017,750000,37000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,205.0,1750,Ford,EcoSport
4470,2018,625000,22000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5.0,115.0,4000,Maruti,Baleno
4471,2018,799000,60000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5.0,219.7,1500,Hyundai,i20
4472,2013,300000,57000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5.0,90.0,3500,Maruti,Wagon
4473,2017,850000,27000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5.0,130.0,4000,Maruti,Ciaz
4474,2012,130000,70000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5.0,90.3,4200,Chevrolet,Spark
4475,2011,229999,40000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5.0,90.0,3500,Maruti,Alto
4476,2015,400000,60000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5.0,90.0,3500,Maruti,Celerio
4477,2018,900000,35000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,6.0,247.0,1800,Mahindra,other_model
4478,2015,800000,70000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7.0,280.0,1800,Mahindra,Scorpio
